"Listing Number","Subdivision","Street Number","Street Name","Status","Area","Listing Date","Expiration Date","Status Change Date","Under Contract Date","Agent Days On Market","Cumulative DOM","Original List Price","Listing Price","Sold Price","Sold Price/SqFt","SqFt - Living","# Bedrooms","Baths - Full","Baths - 1/2","Approximate Age","Lot Dimensions","Property Type","Type","Sold Date","Acreage Range","Selling Office","Listing Office","Listing Member","Selling Member","City","State","Zip Code","Unit #","Parish","Co-selling Member","Legal Desc","Projected Closing Date","Compensation","Pool on Subject Property","Lot #","Co-listing Member","Sold Terms"
"23005830","Bonne Terre","3916","Bayou","C","I1","2023-06-30","","2023-10-06","2023-09-13","50","50","330000.00","269000.00","274000.00","101.33","2704.00","4","2","1","41 - 50 Years","247/187 X 105/159","Residential","DS","2023-10-06","0.51 - 0.99","Rhodes Realty, LLC (l001240)","Keller Williams Realty Acadiana (l000906)","Stephen Hundley","Ronni Gachassin Russo","New Iberia","LA","70563","","Iberia","","1- 247/187 X 105/159  LOT 6, LOT 8, BAYOU BOULEVARD, BAYOU TECHE  BEING LOT 7, BLK 1, BONNE TERRE SUB","2023-10-12","2.5%","N","6,7,8","","FHA"
"23003779","The Meadows","9","Morning Glory Sq","C","D","2023-05-04","","2023-10-06","2023-09-06","93","93","135000.00","105000.00","100000.00","76.92","1300.00","3","1","1","41 - 50 Years","20 x 81","Residential","AS","2023-10-06","0 - 0.5","Century 21 Action Realty (l001065)","EXP Realty, LLC (l001154)","Harold Scott","Andrew Angerer","Lafayette","LA","70507","","Lafayette","","LOT E-5 MEADOWS TOWNHOUSE DEV PHASE II","2023-10-12","3%","N","E-5","","Conv"
"23007614","Brookhollow","309","Creekside","C","N","2023-08-17","","2023-10-06","2023-09-25","39","39","255000.00","245000.00","255000.00","140.34","1817.00","3","2","","16 - 20 Years","75 x 110","Residential","DS","2023-10-06","0 - 0.5","Goldie Locks Realty LLC (l001197)","Latter & Blum (l000050)","Brennan Billeaud","Yolanda Angelle","Lafayette","LA","70508","","Lafayette","","LOT 43 BROOKHOLLOW SUB","2023-10-13","3%-150","N","004","","Rural Dev"
"23006387","Interlaken","400","Lucerne","C","I1","2023-07-17","","2023-10-06","2023-09-04","40","40","679000.00","679000.00","665000.00","191.48","3473.00","4","3","1","21 - 30 Years","160 x 274/265","Residential","DS","2023-10-06","1 - 2.99","Latter & Blum - NI (l001161)","McGeeScott Realty (l001196)","Luke Scott","Lisa Lourd","New Iberia","LA","70563","","Iberia","","1-160 X 274/265 LUCERNE DRIVE, MUNNERLYN, LOT 5, LOT 3. BEING LOT 4, BLK 1 INTERLAKEN II SUB. LOCATED IN SEC 43 & 44","2023-10-13","2.5%-150","Y","4","Rebekah McGee","Conv"
"23007578","Austin Village","102","Shelburne","C","O","2023-08-20","","2023-10-06","2023-09-05","16","16","369000.00","369000.00","369000.00","144.25","2558.00","4","3","","21 - 30 Years","83.62x107.87x85x120","Residential","DS","2023-10-06","0 - 0.5","Keller Williams Realty Acadiana (l000906)","Coldwell Banker Trahan Real Estate Group (l001281)","John O'Reilly","Lucius Hornsby","Lafayette","LA","70508","","Lafayette","","LOT 115 AUSTIN VILLAGE SUB PH III (83.62X107.87X85X120)","2023-10-06","3%  -150","N","115","","FHA"
"23009106","River Ranch","213","Worth","C","G1","2023-10-06","","2023-10-06","2023-10-06","0","100","790000.00","790000.00","790000.00","256.41","3081.00","4","3","","21 - 30 Years","72 x 100","Residential","DS","2023-10-06","0 - 0.5","EXP Realty, LLC (l001154)","The Gleason Group (l001255)","Brooke Gleason","Jeannie DelGreco","Lafayette","LA","70508","","Lafayette","","LOT B51 VILLAGE OF RIVER RANCH PHASE II (72X100) (7200.00 SQ FT)","2023-10-06","see rr","Y","005","","Conv"
"23007737","Bergerie","716","Bergerie","C","I2","2023-08-24","","2023-10-06","2023-09-01","4","4","169000.00","169000.00","169000.00","118.60","1425.00","3","2","","11 - 15 Years","60 X 106","Residential","DS","2023-10-06","0 - 0.5","Real Broker, LLC (l001335)","McGeeScott Realty (l001196)","Alexis Peterson","Forrest Sillavan","New Iberia","LA","70560","","Iberia","","See Realtor Remarks.","2023-10-06","3% - $150","N","D","","VA"
"23008734","North State","600","Jane","C","V1","2023-09-24","","2023-10-06","2023-09-26","0","0","55000.00","55000.00","38000.00","34.86","1090.00","3","2","","51 - 75 Years","70x113x70x114","Residential","DS","2023-10-06","0 - 0.5","EXP Realty, LLC (l001154)","EXP Realty, LLC (l001154)","Lindsey Poche' Hebert","Lindsey Poche' Hebert","Abbeville","LA","70510","","Vermilion","","LOT 65 N STATE ST SUB DIV 2012003114-4190 IMP","2023-10-20","3%","N","065","","Cash"
"23008134","Arbolada","106","Seville","C","G2","2023-09-03","","2023-10-06","2023-09-06","3","3","325000.00","325000.00","320000.00","223.00","1435.00","2","2","","51 - 75 Years","68.40x113.83x59.80x117.9","Residential","DS","2023-10-06","0 - 0.5","Keaty Real Estate Team (l000932)","Latter & Blum (l000050)","Joel Bacque","Tyler Albrecht","Lafayette","LA","70503","","Lafayette","","SW P LOT 4 ALL LOT 5 & NE P LOT 6 BLK D ARBOLADO ADD (68.40X113.83X 59.80X117.94","2023-10-06","3%-$150","N","See Legal","","Conv"
"23007895","Rosewood Estates","9003","Red Rose","C","V1","2023-08-28","","2023-10-06","2023-09-04","7","7","195000.00","195000.00","195000.00","168.25","1159.00","3","2","","11 - 15 Years","110x225","Residential","DS","2023-10-06","0.51 - 0.99","Keaty Real Estate Team (l000932)","Keller Williams Realty Acadiana (l000906)","Lucius Hornsby","Lena Lavine","Abbeville","LA","70510","","Vermilion","","LOT 31 ROSEWOOD ESTATES IN SEC 10 T 12 R 4 E 2017009615 IMP","2023-10-06","2.5%","N","31","","VA"
"23008185","Holiday Gardens","101","Cicero","C","O","2023-09-06","","2023-10-06","2023-09-14","1","1","250000.00","250000.00","250000.00","137.36","1820.00","4","2","1","51 - 75 Years","74.75 X 39.52 X 107.75 X 100 X 133","Residential","DS","2023-10-06","0 - 0.5","HUNCO Real Estate (l001141)","Real Broker, LLC (l001335)","Sean Hettich","Lizzie Herter","Lafayette","LA","70508","","Lafayette","","LOT 354 HOLIDAY GARDENS SUB DEV 3 (74.75X39.52X107.75X100X133)","2023-10-06","3% -$150","N","354","","Conv"
"23001782","Colorado South Addition","1408","Pujo","C","L2","2023-03-07","","2023-10-06","2023-08-31","177","177","139999.00","139999.00","139999.00","101.97","1373.00","3","2","","Under Construction","50X170","Residential","DS","2023-10-06","0 - 0.5","Keaty Real Estate Team (l000932)","Goldie Locks Realty LLC (l001197)","Brandy Siner","Madelyn Lamartiniere","Opelousas","LA","70570","","St Landry","","1Lot 15 (50X150) BLK 9 Colorado Southern Add N Lot 10 S Pujo ST E Lot 14 W Lot 16 Fronting 50 on","2023-10-17","2.5- 250$","N","15","","FHA"
"23005563","Vincent Trace","103","Maddox Jude","C","V1","2023-06-23","","2023-10-07","2023-08-30","68","68","254900.00","244900.00","243000.00","146.74","1656.00","3","2","","1 - 3 Years","60' X 142'","Residential","DS","2023-10-06","0 - 0.5","Keller Williams Realty Acadiana (l000906)","EXP Realty, LLC (l001154)","Blair Menard","Jennifer Lambert","Maurice","LA","70555","","Vermilion","","LOT 49 VINCENT TRACE S/D 2020004115 IMP","2023-10-06","3%","N","049","","Conv"
"23007135","Live Oak Park","408","Kim","C","G2","2023-08-06","","2023-10-07","2023-08-26","20","20","459900.00","459900.00","454000.00","178.04","2550.00","4","3","","31 - 40 Years","100x113","Residential","DS","2023-10-05","0 - 0.5","EXP Realty, LLC (l001154)","Reology Real Estate, LLC (l001301)","Spencer Todd","Corita Kuon","Lafayette","LA","70503","","Lafayette","","LOT 211 LIVE OAK PARK SUB EXT 4  (100 X 113)","2023-10-05","3%","N","211","","Conv"
"23007819","Pillette Heights","106","Bonita","C","O","2023-08-25","","2023-10-07","2023-08-28","3","3","187000.00","187000.00","185500.00","133.55","1389.00","3","2","","41 - 50 Years","~91 x 108 x 91 x 121","Residential","DS","2023-10-06","0 - 0.5","EXP Realty, LLC (l001154)","PAR Realty, LLP (l000944)","Janell Doucet","Blake Arceneaux","Lafayette","LA","70508","","Lafayette","","N E 60 FT OF LOT 35 & S W 31 FT OF LOT 36 PILLETTE HTS SUB (91 FT ON","2023-10-06","2.25% -$150","N","35 & 36","","FHA"
"23008145","Victor Jones Jr","1058","La-318","C","St. Mary","2023-09-06","","2023-10-07","2023-09-20","14","14","30000.00","30000.00","30000.00","29.76","1008.00","3","1","","51 - 75 Years","72.3 X 129.1 X 124.3 X 70.8","Residential","DS","2023-10-06","0 - 0.5","Keller Williams Realty Acadiana (l000906)","Keller Williams Realty Acadiana (l000906)","Krystal Jones","Krystal Jones","Jeanerette","LA","70544","","St Mary","","Lot 2 VICTOR JONES JR SUBD PER PLAT 15T 14026 ACQ 206 306852","2023-10-06","2.5%","N","2","","Cash"
"23007003","East Bayou Oaks","109","Bonner","C","N","2023-08-03","","2023-10-07","2023-09-14","42","42","815000.00","815000.00","780000.00","214.94","3629.00","4","3","1","16 - 20 Years","80x125x100x125","Residential","DS","2023-10-07","0 - 0.5","Non-Mbr Office/Seller (l90001)","ListWithFreedom.com (l001308)","Kurt Clements","Non-Member Agent/Seller","Lafayette","LA","70508","","Lafayette","","LOT 5 EAST BAYOU OAKS SUB EXT 2","2023-10-06","1.25%","Y","000","","Cash"
"23008163","Queens Harbor","304","Harbor Bend","C","G1","2023-09-05","","2023-10-07","2023-09-08","3","3","255000.00","255000.00","257000.00","157.77","1629.00","3","2","","11 - 15 Years","97.50X38","Residential","DS","2023-10-06","0 - 0.5","NextHome Cutting Edge Realty (l001236)","Real Broker, LLC (l001335)","Rachel Lee","Jeanne Declouet","Lafayette","LA","70508","D","Lafayette","","LOT 75 QUEENS HARBOR (97.50X38) (INCLUDES 12.5 FT OF A 25 FT ACCESS S","2023-10-06","3 %","N","007","","Conv"
"23006735","Delmar Estates","318","Belle Grove","C","N","2023-07-26","","2023-10-07","2023-08-07","3","3","415000.00","415000.00","425000.00","189.06","2248.00","4","3","","11 - 15 Years","150X260.33 (.89 Acres)","Residential","DS","2023-10-05","0.51 - 0.99","ReHive, LLC (l001228)","Robbie Breaux & Team Brokered by Real Broker (l001230)","Robbie Breaux","Matt Goulas","Lafayette","LA","70503","","Lafayette","","LOT 6 DELMAR ESTATES SUB (150X260.33)","2023-10-06","3% -$150","N","6","","Conv"
"23007188","Vieux Carre","99","Shadows","C","G1","2023-08-08","","2023-10-07","2023-08-27","14","14","250000.00","250000.00","240000.00","150.00","1600.00","2","2","1","41 - 50 Years","irregular","Residential","DS","2023-10-03","0 - 0.5","Redfin (l001331)","Keller Williams Realty Acadiana (l000906)","Leona LaCombe","Loran Milliman","Lafayette","LA","70508","","Lafayette","","LOT 3 VIEUX CARRE SUB","2023-10-03","3%","N","3","","Cash"
"23004329","None","214","Madge","C","M1","2023-05-18","","2023-10-07","2023-07-27","69","69","170000.00","160000.00","154000.00","108.60","1418.00","4","1","1","51 - 75 Years","100 x 98.2","Residential","DS","2023-10-06","0 - 0.5","Real Broker, LLC (l001335)","Keller Williams Realty Acadiana (l000906)","Justin Thibodeaux","Alyson Finch","Breaux Bridge","LA","70517","","St Martin","","LOT: 100 X 98.2 LOTS 1 & 2 ROBERT ANGELLE SUB & 5 X 98.5 STRIPCOB: 467-275-123792","2023-10-06","2.5%","N","1,2","","Conv"
"23007880","Richland Heights","250","Chimney Rock","C","N","2023-08-23","","2023-10-09","2023-09-11","19","19","225000.00","225000.00","225000.00","158.90","1416.00","3","2","1","11 - 15 Years","25 x 110","Residential","DS","2023-10-06","0 - 0.5","Real Broker, LLC (l001335)","NextHome Cutting Edge Realty (l001236)","Blaise Verret","Emily McCaig","Lafayette","LA","70508","","Lafayette","","LOT 71 RICHLAND HEIGHTS (25X111.96X25X111.98)","2023-10-12","2.5 -150","N","007","","Conv"
"23005928","Coulee Shore","211","Lita","C","D","2023-06-25","","2023-10-09","2023-08-21","57","57","210000.00","195500.00","196000.00","120.10","1632.00","3","2","","31 - 40 Years","LOT 25 COULEE SHORE SUB (0.27 ACRE) COULEE SHORE S","Residential","DS","2023-10-06","1 - 2.99","EXP Realty, LLC (l001154)","EXP Realty, LLC (l001154)","Blake Arceneaux","Blake Arceneaux","Lafayette","LA","70507","","Lafayette","Carrie Billeaud","LOT 25 COULEE SHORE SUB (.27 OF AN ACRE) COULEE SHORE SUB R/W","2023-09-21","3.00 -250","N","002","Carrie Billeaud","FHA"
"23006254","Southfield Square","138","Southfield","C","K","2023-07-12","","2023-10-09","2023-09-14","35","35","149000.00","139000.00","139000.00","102.96","1350.00","3","1","1","31 - 40 Years","17x103.07x17x103","Residential","AS","2023-10-06","0 - 0.5","EXP Realty, LLC (l001154)","EXP Realty, LLC (l001154)","Brandy Smith","Rachel Hebert","Lafayette","LA","70506","","Lafayette","","LOT 90 SOUTHFIELD SQUARE SUB","2023-10-12","2.5%","N","90","","Conv"
"23005492","Royal Town Gardens","513","Monarch","C","D","2023-06-21","","2023-10-09","2023-09-09","54","54","188000.00","185000.00","185000.00","114.69","1613.00","3","2","","16 - 20 Years","67X105","Residential","DS","2023-10-06","0 - 0.5","Real Broker, LLC (l001335)","Garber-Seaux Real Estate LLC (l001132)","Judy Garber","Alyson Finch","Lafayette","LA","70506","","Lafayette","","LOT 21 ROYAL TOWN GARDENS (67.3X105.08X67.3X104.64)","2023-10-13","3-$150","N","21","Angela Seaux","FHA"
"23003869","Belleview","135","Hill View Drive","C","G3","2023-05-05","","2023-10-09","2023-05-05","0","0","299000.00","299000.00","299000.00","127.72","2341.00","4","2","","Under Construction","60 x 110","Residential","DS","2023-10-09","0 - 0.5","Keller Williams Realty Acadiana (l000906)","Keaty Real Estate Team (l000932)","James Keaty","Alok Banga","Lafayette","LA","70506","","Lafayette","","Belle View Lot 137","2023-10-27","3%","N","112","","Conv"
"23007219","Sunset Terrace","149","Vital","C","G3","2023-08-08","","2023-10-09","2023-08-21","2","2","240000.00","240000.00","230000.00","132.87","1731.00","3","2","","51 - 75 Years","100X121.6","Residential","DS","2023-10-09","0 - 0.5","Keller Williams Realty Acadiana (l000906)","HUNCO Real Estate (l001141)","Lizzie Herter","Ryan Petticrew","Lafayette","LA","70506","","Lafayette","","LOT 124 SUNSET TERRACE SUB (100X121.6)","2023-10-09","2.5%","N","124","","Conv"
"23007897","None","217","Leger","C","F","2023-08-29","","2023-10-09","2023-09-26","28","28","189900.00","179900.00","163000.00","63.67","2560.00","5","3","","6 - 10 Years","107.33 x 174.98 x 110 x 2","Residential","MM","2023-10-09","0 - 0.5","Keaty Real Estate Team (l000932)","EXP Realty, LLC (l001154)","Emily Nealy","Ashley Lombas","Rayne","LA","70578","","Lafayette","","LOT 2 SEC 37 T10S R2E (0.50 AC) (107.33X174.98X110X220.22)","2023-10-10","2.5% - $150","N","2","","Cash"
"23006275","Hockady Height","1220","Iris","C","A1","2023-07-13","","2023-10-09","2023-09-08","57","57","255000.00","234900.00","210000.00","71.32","2944.40","4","3","1","51 - 75 Years","73'x130'","Residential","DS","2023-10-06","0 - 0.5","EXP Realty, LLC (l001154)","Platinum Realty (l001092)","Michael Doughty","Kaylee Richard","Crowley","LA","70526","","Acadia","","LOT 9 BLK 10 HOCKADY HTS. (LOT - IMP) (E2-3272) (LOT SIZE: 73 X 130)","2023-10-06","3%","N","9","","Conv"
"23006543","St John Oaks Th","1301","St John","C","G3","2023-07-18","","2023-10-09","2023-08-05","18","18","135000.00","135000.00","130000.00","147.73","880.00","2","1","","41 - 50 Years","N/A","Residential","AS","2023-10-09","0 - 0.5","Keller Williams Realty Acadiana (l000906)","Real Broker, LLC (l001335)","Carrie Theard","Lucius Hornsby","Lafayette","LA","70506","#208","Lafayette","","UNIT # 208 OF ST JOHN OAK CONDOMINIUM","2023-10-18","2.5%","N","020","","Cash"
"23007725","Bayou Tortue Manor","106","Tortoise","C","H","2023-08-23","","2023-10-10","2023-09-07","7","7","475000.00","475000.00","470000.00","198.23","2371.00","4","3","","6 - 10 Years","60X150","Residential","DS","2023-10-10","0 - 0.5","NextHome Cutting Edge Realty (l001236)","Rhodes Realty, LLC (l001240)","Samuel Hayes","Kathleen Theriot","Broussard","LA","70518","","Lafayette","","LOT 52 BAYOU TORTUE MANOR PH 1 & 2 (60X150)","2023-10-11","3% -$150","N","005","","Conv"
"23002806","Cypress Bend","182","Cypress Bend","C","A2","2023-04-05","","2023-10-10","2023-09-11","159","159","584100.00","584100.00","584100.00","225.00","2596.00","4","3","","Under Construction","100x302.73","Residential","DS","2023-10-10","0.51 - 0.99","Dream Home Realty, LLC (l001181)","Century 21 Action Realty (l001065)","Jennifer Duhon","Celeste Curry","Scott","LA","70583","","Acadia","","0.70 AC 'LOT 26' CYPRESS BEND ESTATES S/D SEC 9 T9-3E (LOT)ACQ: #341943 K23-56; ELLA A. BREAUX #416095 L32-12","2023-10-11","2%","N","26","","Conv"
"23008361","Westside Addition","702","Boudreaux","C","V2","2023-09-13","","2023-10-10","2023-09-18","5","5","79900.00","79900.00","70000.00","53.11","1318.00","3","2","","51 - 75 Years","40 x 132","Residential","DS","2023-10-10","0 - 0.5","EXP Realty, LLC (l001154)","RE/MAX Acadiana (l000020)","Amanda Peacock","Blair Menard","Kaplan","LA","70548","","Vermilion","","LOT 13 BLK 131 WEST SIDE ADD 203-15382 2016003397 IMP","2023-10-13","3%-$250","N","013","","Cash"
"23007779","Club View","136","Club View","C","G2","2023-08-25","","2023-10-10","2023-09-06","12","12","540000.00","540000.00","540000.00","200.37","2695.00","4","3","0","4 - 5 Years","44.87X84.85X44X89.13","Residential","DS","2023-10-10","0 - 0.5","Keaty Real Estate Team (l000932)","Keller Williams Realty Acadiana (l000906)","Stephen Hundley","Brice Trahan","Lafayette","LA","70503","","Lafayette","","LOT 17 CLUB VIEW SUBDV (44.87X84.85X44X89.13)","2023-10-24","2.5%","N","17","","Conv"
"23003323","Mills Addition","117","Ancelet","C","D","2023-04-24","","2023-10-10","2023-09-15","127","127","55000.00","44800.00","35000.00","70.00","500.00","2","1","","31 - 40 Years","50X66","Residential","DS","2023-10-06","0 - 0.5","Helping Hands Realty, LLC (l001319)","Reliance Real Estate Group (l001039)","Jeremiah Gooding","Amy Sam","Lafayette","LA","70501","","Lafayette","","LOT 1 SEC 24 T9S R4E (50X66.6)","2023-10-06","3%","N","1","","Conv"
"23000516","Jeansonne Addition","130","Jeansonne","C","L3","2023-01-19","","2023-10-10","2023-08-21","214","214","50000.00","45000.00","33500.00","23.93","1400.00","3","1","","51 - 75 Years","65' X 100'","Residential","DS","2023-10-09","0 - 0.5","EXP Realty, LLC (l001154)","Century 21 DCG/Aguillard-Eunice (l001063)","Raymond Aguillard","Sydney Batiste","Eunice","LA","70535","","St Landry","","1 LOT 9 (65 X 100) BLK A JEANSONNE ADD 1034347","2023-10-11","2.5%","N","009","","Conv"
"23007905","West Linden Place","10815","Old Jeanerette Rd","C","I5","2023-08-29","","2023-10-10","2023-09-04","6","6","99800.00","99800.00","93800.00","86.93","1079.00","2","1","","31 - 40 Years","143x80","Residential","DS","2023-10-10","0 - 0.5","McGeeScott Realty (l001196)","Coldwell Banker Trahan Real Estate Group (l001281)","Ginger Doucet","Alexis Peterson","Jeanerette","LA","70544","","Iberia","","1-143 X 80  BEING LOT 3, BLK C OF WEST LINDEN PLACE SUB  LOCATED IN SEC. 49, T 13 S,R 8 E.  ACQ: DAVID E. BOURGEOIS M.","2023-10-10","3-150","N","3","","Conv"
"23007965","St. David's Cove","306","St Lucius","C","P","2023-08-30","","2023-10-10","2023-09-09","5","5","280000.00","280000.00","280000.00","150.70","1858.00","4","2","","4 - 5 Years","60X120","Residential","DS","2023-10-10","0 - 0.5","Avenue Real Estate (l00l00)","Coldwell Banker Trahan Real Estate Group (l001281)","Monica Dumesnil","Morgan Savoie","Youngsville","LA","70592","","Lafayette","","LOT 136 ST DAVIDS COVE SUBD PH 1 (60X120)","2023-10-10","3%-$150","N","136","","FHA"
"23007986","Broadmoor Hills","403","Renwood","C","G2","2023-08-31","","2023-10-10","2023-09-02","2","2","790000.00","790000.00","765960.00","154.12","4970.00","5","4","1","16 - 20 Years","0.667 acres","Residential","DS","2023-10-10","0.51 - 0.99","Latter & Blum (l000050)","NextHome Cutting Edge Realty (l001236)","Jeanne Declouet","Eliana Ashkar","Lafayette","LA","70503","","Lafayette","","NEW LOT 1A BROADMOOR HILLS SUBDIVISION (0.667 AC)(10-47954 PLAT)","2023-10-10","3-$150","Y","000","","Cash"
"23006037","Autumn Park","3306","Autumn Park","C","V1","2023-07-07","","2023-10-10","2023-08-07","31","31","201620.00","205620.00","205620.00","147.50","1394.00","3","2","","New","60X120","Residential","DS","2023-10-10","0 - 0.5","EXP Realty, LLC (l001154)","Cicero Realty LLC (l001234)","Saun Sullivan","Amanda Talley","Maurice","LA","70555","","Vermilion","","AUTUMN PARK SUBDIVISION, LOCATED IN SECT. 43, T11S-R4E, VERMILION PARISH","2023-10-10","2.5%","N","23","","Conv"
"23006228","Gabriel's Place","118","Interpreter","C","P","2023-07-12","","2023-10-10","2023-08-03","22","22","263725.00","263725.00","263725.00","144.51","1825.00","3","2","","New","34X138X27X108X120","Residential","DS","2023-10-10","0 - 0.5","EXP Realty, LLC (l001154)","Cicero Realty LLC (l001234)","Saun Sullivan","Legend Edwards","Youngsville","LA","70592","","Lafayette","","GABRIEL'S PLACE -  SECTION 11, T11S, R4E, LAFAYETTE PARISH, LOUISIANA","2023-10-10","2.5%","N","25","","FHA"
"23007029","Riverside Dr","231","Normandy","C","G2","2023-08-04","","2023-10-10","2023-09-15","34","34","162500.00","150000.00","125000.00","89.09","1403.00","3","1","","41 - 50 Years","80x150","Residential","DS","2023-10-10","0 - 0.5","Keller Williams Realty Acadiana (l000906)","Keller Williams Realty Acadiana (l000906)","Mikaela Wiggins","Mikaela Wiggins","Lafayette","LA","70503","","Lafayette","","LOT 598 BLK 1 RIVERSIDE DR SUB EXT 1 & 2  (80X150)","2023-10-09","3","N","598","","Conv"
"23004124","Vincent Trace","135","Micah Edward","C","V1","2023-05-12","","2023-10-10","2023-09-05","116","116","261005.00","261005.00","261005.00","138.46","1885.00","4","2","","New","60X134","Residential","DS","2023-10-10","0 - 0.5","Cicero Realty LLC (l001234)","Cicero Realty LLC (l001234)","Saun Sullivan","Saun Sullivan","Maurice","LA","70555","","Vermilion","","SECT. 1, T11S. R3E, VILLAGE OF MAURICE","2023-10-10","2.5%","N","181","","Conv"
"23005888","Crowley","158","Madison","C","A1","2023-07-02","","2023-10-10","2023-07-12","10","10","167500.00","167500.00","167500.00","131.89","1270.00","3","2","","Under Construction","96.93X204.58","Residential","DS","2023-10-10","0 - 0.5","NextHome Cutting Edge Realty (l001236)","Platinum Realty (l001092)","Sarah Stymest","Kathleen Theriot","Crowley","LA","70526","","Acadia","",".50ACLOTK-2A-1INSEC13T10-1ELOT.50AC LOTK-2A-2INSEC13T10-1ELOT.50ACLOTK-2B-1INSEC13T10-1ELOT.50ACLOTK-2B-2 INSEC13T10-1E","2023-10-12","2.5-250","N","LOT K-2B-1","","Rural Dev"
"23008026","None","4600","Felix","C","I3","2023-09-01","","2023-10-10","2023-09-05","4","4","150000.00","150000.00","140000.00","83.33","1680.00","3","2","","21 - 30 Years","532X114X534X114","Residential","MM","2023-10-10","1 - 2.99","Keller Williams Realty Acadiana (l000906)","EXP Realty, LLC (l001154)","Nikki Wilson","Cameron Luquette","Youngsville","LA","70592","","Iberia","","TRACT B-2 OF PLAT   LOCATED IN SEC 33, T11S, R5E","2023-10-13","3%","N","00","","FHA"
"23007620","None","155","Fuselier","C","L1","2023-08-21","","2023-10-10","2023-08-21","0","0","194000.00","194000.00","194000.00","176.36","1100.00","2","1","","76+ Years","Less than 1/2 acre","Residential","DS","2023-10-10","0 - 0.5","Dream Home Realty, LLC (l001181)","EXP Realty, LLC (l001154)","Chaderick J Hebert","Amber Doucet","Arnaudville","LA","70512","","St Landry","","1 LOT TRACT A E 31' OF LOT N FUSELIER ST S BAYOU E BERNARD W MALLORIN ORIGINAL TOWN OF ARNAUDVILLE  IN SEC 45 T-7S R-5E","2023-10-27","3%","N","Tract AE","","Conv"
"22011296","None","128","Prairie","C","St. Mary","2022-12-19","","2023-10-11","2023-09-01","256","256","100000.00","36000.00","33000.00","19.41","1700.00","3","2","","41 - 50 Years","n/a","Residential","DS","2023-10-10","0.51 - 0.99","Keller Williams Realty Acadiana (l000906)","Keller Williams Realty Acadiana (l000906)","Kreshonda Robertson","Kreshonda Robertson","Franklin","LA","70538","","St Mary","","LOT BD S J MARTIN-PRAIRIE RD-R REED- E BOGAN ACQ 46A 281954","2023-10-10","3%","N","1","","Cash"
"23007771","Parkview","705","Parkview","C","V1","2023-08-24","","2023-10-11","2023-09-01","8","8","85000.00","85000.00","85000.00","74.24","1145.00","3","1","","51 - 75 Years","unknown","Residential","DS","2023-10-11","0 - 0.5","Keller Williams Realty Acadiana (l000906)","Legacy Real Estate, LLC (l00121)","Carson Dubois","Karen Leger","Abbeville","LA","70510","","Vermilion","","LOTS 20 & 21 PARKVIEW S/D 84-9488 IMP","2023-10-13","2.5%-$150","N","20 & 21","Rhett Hebert","FHA"
"23004961","Village At Copperwood","604","Copper Meadow","C","O","2023-06-07","","2023-10-11","2023-09-10","95","95","276500.00","276500.00","273000.00","157.80","1730.00","3","2","","16 - 20 Years","55X117.25X55.19X112.74","Residential","DS","2023-10-10","0 - 0.5","NextHome Cutting Edge Realty (l001236)","Latter & Blum (l000050)","Joan Navarre","Blaise Verret","Youngsville","LA","70592","","Lafayette","","LOT 51 VILLAGE AT COPPERWOOD (55X117.25X55.19X112.74)","2023-10-10","3%-$150","N","51","","Conv"
"23007363","Bergeron Acres","111","Henning","C","F","2023-08-12","","2023-10-11","2023-08-29","17","17","320000.00","298816.00","298816.00","161.00","1856.00","3","2","1","21 - 30 Years","39204 sf","Residential","DS","2023-10-06","0.51 - 0.99","EXP Realty, LLC (l001154)","Keller Williams Realty Acadiana (l000906)","Forrest Sillavan","Andre Dugas","Scott","LA","70583","","Lafayette","","LOT 10 BERGERON ACRES SUB  (0.323 AC)(17-29870 PLAT)@109 HENNING LOT 11 BERGERON ACRES SUB  (0.45 AC)(A/K/A PARCEL J-2)","2023-10-12","2.5%","N","001","","Conv"
"23000532","Prairie Cove","120","Earls","C","V1","2023-01-20","","2023-10-11","2023-09-14","237","237","296500.00","294000.00","294000.00","159.61","1842.00","3","2","1","New","60x125","Residential","DS","2023-10-11","0 - 0.5","Keller Williams Realty Acadiana (l000906)","Lamplighter Realty, LLC (l001186)","Tassie Fonseca","Monique Ardoin","Maurice","LA","70555","","Vermilion","","LOT 78 OF PRAIRIE COVE PH II","2023-10-16","2.5","N","78","","Conv"
"23006552","Kates Crossing","120","Lightbourne","C","G3","2023-07-20","","2023-10-11","2023-07-20","0","0","242690.00","242690.00","242690.00","139.88","1735.00","3","2","","New","50x121","Residential","DS","2023-10-11","0 - 0.5","RE/MAX Acadiana (l000020)","Cicero Realty LLC (l001234)","Saun Sullivan","Yanli Foshee","Lafayette","LA","70506","","Lafayette","","KATES CROSSING PHASE 1; LOCATED IN SECT. 8, T10S-R4E","2023-10-11","2.5%","N","15","","Cash"
"23006551","Kates Crossing","119","Resthaven","C","G3","2023-07-20","","2023-10-11","2023-07-20","0","0","241875.00","241875.00","241875.00","143.04","1691.00","4","2","","New","51X120X48X121","Residential","DS","2023-10-11","0 - 0.5","RE/MAX Acadiana (l000020)","Cicero Realty LLC (l001234)","Saun Sullivan","Yanli Foshee","Lafayette","LA","70506","","Lafayette","","KATES CROSSING PHASE 1; LOCATED IN SECT. 8, T10S-R4E","2023-10-11","2.5%","N","61","","Cash"
