"Listing Number","Subdivision","Street Number","Street Name","Status","Area","Listing Date","Expiration Date","Status Change Date","Under Contract Date","Agent Days On Market","Cumulative DOM","Original List Price","Listing Price","Sold Price","Sold Price/SqFt","SqFt - Living","# Bedrooms","Baths - Full","Baths - 1/2","Approximate Age","Lot Dimensions","Property Type","Type","Sold Date","Acreage Range","Selling Office","Listing Office","Listing Member","Selling Member","City","State","Zip Code","Unit #","Parish","Co-selling Member","Legal Desc","Projected Closing Date","Compensation","Pool on Subject Property","Lot #","Co-listing Member","Sold Terms"
"23009227","Delcambre Landing","1252","Delcambre","P","M1","2023-10-07","","2023-10-17","2023-10-16","4","4","260000.00","260000.00","","","1795.00","3","2","","6 - 10 Years","80 x 160","Residential","DS","","0 - 0.5","","Latter & Blum (l000050)","Jade Dupuis Barras","","Breaux Bridge","LA","70517","","St Martin","","LOT: LOT 15 OF DELCAMBRE LANDING, PHASE I PER PLAT OF SURVEY #432508C","2023-11-17","3%-150","N","15","",""
"23008362","Briars Cove","120","Muscadine","P","N","2023-09-13","","2023-09-13","2023-09-13","0","0","266755.00","266755.00","","","1885.00","4","2","","Under Construction","70x120","Residential","DS","","0 - 0.5","","Cicero Realty LLC (l001234)","Saun Sullivan","","Lafayette","LA","70508","","Lafayette","","SECT. 42; T11S,R4E, LAFAYETTE PARISH","2023-11-03","2.5%","N","132","",""
"23009406","Sugar Mill Pond","116","Stonehurst","P","P","2023-10-17","","2023-10-17","2023-10-17","0","0","315000.00","315000.00","","","2028.00","2","2","1","6 - 10 Years","As per title","Residential","AS","","0 - 0.5","","Keaty Real Estate Team (l000932)","Ashley Lombas","","Youngsville","LA","70592","","Lafayette","","Lot F-28 SUGAR MILL POND PH 5-B","2023-11-15","3%-$150","N","F-28","",""
"23008645","Summerview","108","Crescent View","P","F","2023-09-21","","2023-09-21","2023-09-21","0","0","237310.00","237310.00","","","1735.00","3","2","","Under Construction","60X139X60X137","Residential","DS","","0 - 0.5","","Cicero Realty LLC (l001234)","Saun Sullivan","","Duson","LA","70529","","Lafayette","","SECT. 33, T9S, R3E SUMMERVIEW SUBDIVISION PH1A, LAFAYETTE PARISH","2023-11-14","3%","N","144","",""
"23005780","Holiday Gardens","104","Lucas","P","O","2023-06-29","","2023-09-25","2023-09-22","85","85","215000.00","215000.00","","","1672.00","4","2","","41 - 50 Years","90x115","Residential","DS","","0 - 0.5","","HUNCO Real Estate (l001141)","Kevin McKay","","Lafayette","LA","70508","","Lafayette","","Lot 222 Holiday Gardens Dev 1 (90x115)","2023-11-01","3% - $150","N","222","",""
"23006308","Country Lakes","106","Still Meadow","P","K","2023-07-14","","2023-10-05","2023-10-02","28","28","175000.00","175000.00","","","1243.00","3","2","","11 - 15 Years","60 x 105","Residential","DS","","0 - 0.5","","HUNCO Real Estate (l001141)","Bailey Caldwell","","Rayne","LA","70578","","Lafayette","","LOT 121 COUNTRY LAKES SUBD (60X105)","2023-10-31","2.5% - RR","N","121","",""
"23000471","None","504","Main","P","L2","2023-01-18","","2023-06-30","2023-06-29","162","162","139900.00","99000.00","","","2900.00","4","2","","76+ Years","100 X 171.7","Residential","DS","","0 - 0.5","","RE/MAX Rice Realty (l001103)","Jerrod Prather","","Opelousas","LA","70570","","St Landry","","1 LOT (100X171.7) N CHERRY ST S HAAS E MAIN ST W BAILLIO","2023-09-29","2.5%-$150","N","000","",""
"23008168","Briars Cove","123","Muscadine","P","N","2023-09-07","","2023-09-13","2023-09-13","6","6","302340.00","302340.00","","","2438.00","4","3","","Under Construction","60x125","Residential","DS","","0 - 0.5","","Cicero Realty LLC (l001234)","Saun Sullivan","","Lafayette","LA","70508","","Lafayette","","SECT. 42; T11S,R4E, LAFAYETTE PARISH","2023-12-07","2.5%","N","114","",""
"23004148","Timberwood","202","Trailwood","P","O","2023-05-13","","2023-09-27","2023-09-26","136","291","475000.00","439000.00","","","3000.00","5","2","2","21 - 30 Years","90 x 121","Residential","DS","","0 - 0.5","","ICON Real Estate Co (l001333)","Lisa Greenwood","","Lafayette","LA","70508","","Lafayette","","LOT 35 TIMBERWOOD SUB (90X121)","2023-10-27","3%-$150","N","003","",""
"23008624","Gabriel's Place","109","Interpreter","P","P","2023-09-21","","2023-09-21","2023-09-21","0","0","250915.00","250915.00","","","1659.00","3","2","","Under Construction","60X130","Residential","DS","","0 - 0.5","","Cicero Realty LLC (l001234)","Saun Sullivan","","Youngsville","LA","70592","","Lafayette","","GABRIEL'S PLACE -  SECTION 11, T11S, R4E, LAFAYETTE PARISH, LOUISIANA","2023-11-09","2.5%","N","31","",""
"23008509","None","971","Johnson","P","Evangeline","2023-09-18","","2023-09-21","2023-09-21","3","3","169000.00","169000.00","","","1570.00","3","2","","21 - 30 Years","10 acres","Residential","DS","","6 - 10.99","","Premier Realty of Acadiana LLC (l001172)","Paul Schexnayder","","Ville Platte","LA","70586","","Evangeline","","''10 AGRI. #2--LOCATED IN SEC. 16 T5-2E BEING TRACT ''''A'''' IMP. HOME 10000, & Tract 1-A (3 ACS)","2023-10-20","2.5","N","Tract A & 1-A","",""
"23008518","Kates Crossing","201","Resthaven","P","G3","2023-09-18","","2023-09-25","2023-09-22","4","4","212710.00","212710.00","","","1356.00","3","2","","Under Construction","51X120","Residential","DS","","0 - 0.5","","Cicero Realty LLC (l001234)","Saun Sullivan","","Lafayette","LA","70506","","Lafayette","","KATES CROSSING PHASE 1; LOCATED IN SECT. 8, T10S-R4E","2023-11-29","2.5%","N","66","",""
"23005327","South Vachere","124","Doris Godet","P","L1","2023-06-15","","2023-10-18","2023-10-16","109","109","139200.00","129000.00","","","1539.00","3","2","","41 - 50 Years","Irregular","Residential","DS","","0.51 - 0.99","","Century 21 Action Realty (l001065)","Charles Hiller","","Port Barre","LA","70577","","St Landry","","2 LOTS 29 (70X150) & 30 (99X150) SOUTH VACHERIE SUB DIV FRONTING ON D","2023-11-17","3","N","029 &30","Blaze Louviere",""
"23007569","Cypress Meadows","205","Windy Feather","P","O","2023-08-17","","2023-10-05","2023-10-05","44","44","340000.00","330000.00","","","1909.00","3","2","","4 - 5 Years","66X120","Residential","DS","","0 - 0.5","","Keller Williams Realty Acadiana (l000906)","Tuyen La","","Broussard","LA","70518","","Lafayette","","LOT 308 CYPRESS MEADOWS PH III-A (66X120)","2023-11-03","2.5%","N","308","Nah Senpeng",""
"23008270","None","3204","University","P","D","2023-09-11","","2023-10-05","2023-10-05","11","11","519000.00","499000.00","","","2944.00","3","3","1","51 - 75 Years","7.32 acres","Residential","DS","","6 - 10.99","","Dwight Andrus Real Estate Agency, LLC (l001261)","Dawn Williams-Deare","","Lafayette","LA","70507","","Lafayette","","P LOT 6 SEC 37 T9S R4E (7.277 AC) P LOT 1 OF LOT 7 SEC 37 T9S R4E (0.45 Ac)  See Plat","2023-10-19","2.5%","N","Lot 6, Lot 1, Lot 7","",""
"23003894","Rural Tract (NO Subd)","221","Golden Grain","P","K","2023-05-05","","2023-10-06","2023-10-05","153","153","989000.00","959000.00","","","4800.00","5","4","1","New","Irregular","Residential","DS","","3 - 5.99","","Julie Knight (l001345)","Julie Knight","","Duson","LA","70529","","Lafayette","","PLOT 2-A LOT 3 SEC 22 T10S R3E  (3.51 AC) (2022-16331 PLAT)","2023-11-01","2","N","3","",""
"23008471","Crescent Ridge","110","Crescent Ridge","P","G2","2023-09-14","","2023-09-18","2023-09-18","4","4","787500.00","787500.00","","","3800.00","4","3","1","51 - 75 Years","130X263.3X130X266.2","Residential","DS","","0.51 - 0.99","","EXP Realty, LLC (l001154)","Laurie Kraemer","","Lafayette","LA","70503","","Lafayette","","LOT 10 CRESCENT RIDGE PLACE (130X263.3X130X266.2)","2023-10-30","2.5","Y","001","",""
"23007114","None","231","Martha","P","A1","2023-08-07","","2023-10-17","2023-10-17","60","60","155000.00","150000.00","","","1833.00","3","2","","16 - 20 Years","210x642","Residential","MM","","3 - 5.99","","Main Street Real Estate, LLC (l001277)","Stephen Stewart","","Crowley","LA","70526","","Acadia","","Lot 6 SF Section and NE Section 32 T- 08-5, R-01-E","2023-11-17","3%-$200","N","6","Tyrus Pradier",""
"23005799","Northside Addition","1001","Wilson","P","V2","2023-06-29","","2023-09-01","2023-09-01","54","54","30000.00","30000.00","","","945.00","2","1","","31 - 40 Years","80 x 140","Residential","DS","","0 - 0.5","","Dwight Andrus Real Estate Agency, LLC (l001261)","Kishment McCloskey","","Kaplan","LA","70548","","Vermilion","","W/2 OF LOT 1 BLK 3 NORTH SIDE ADD 91-1816 91-1755 IMP","2023-09-29","3%","N","001","Non-Member Agent/Seller",""
"23008825","The Reserve","414","Habitat Ridge","P","O","2023-09-22","","2023-10-17","2023-10-17","25","25","339500.00","339500.00","","","1783.00","3","2","","6 - 10 Years","76.49x64x92.54","Residential","DS","","0 - 0.5","","Real Broker, LLC (l001335)","Cody Musgrove","","Broussard","LA","70518","","Lafayette","","LOT 20 OF THE RESERVE SUBDIVISION, BROUSSARD, LA 70518","2023-11-30","3% -$150","N","20","",""
"23006360","Country Sky","163","Rue Destin","P","L2","2023-07-13","","2023-09-18","2023-09-18","63","63","123500.00","118500.00","","","1300.00","3","2","","16 - 20 Years","136X149.59","Residential","MM","","0 - 0.5","","Latter & Blum (l000050)","Natalie Leon","","Sunset","LA","70584","","St Landry","","1 LOT 5 (136X149.59) (.47 AC) COUNTRY SKY SUBDIV FRONTING 136' ON RUE DESTIN IN SEC 7 T-8S R-4E 1167643 (TEL:1167643)","2023-11-03","3%-$150","Y","5","",""
"23009225","Riverside Addition","407","5th","P","V1","2023-10-09","","2023-10-17","2023-10-16","7","7","160000.00","160000.00","","","2010.00","3","2","","76+ Years","72x141","Residential","DS","","0 - 0.5","","Bridge Realty Group, LLC (l001377)","Kiwi Bautista","","Abbeville","LA","70510","","Vermilion","","LOTS 9, 10 & E/2 & NE POR W/2 OF LOT 8 BLK","2023-11-17","3%-$150.00","N","9 & 10","Kimmerly Bautista",""
"23008970","None","1048","Landreneau","P","L2","2023-10-02","","2023-10-06","2023-10-06","4","4","125000.00","125000.00","","","1300.00","2","2","","41 - 50 Years","104.4X208.8","Residential","DS","","1 - 2.99","","Keller Williams Realty Acadiana (l000906)","Lana Soileau","","Washington","LA","70589","","St Landry","","see realtor remarks","2023-11-03","3%-$150","N","028","",""
"23008854","Westfield","109","Regal Oaks","P","E","2023-09-28","","2023-10-17","2023-10-17","5","5","229900.00","229900.00","","","1473.00","3","2","","11 - 15 Years","60 x 121","Residential","DS","","0 - 0.5","","Latter & Blum (l000050)","Alma Criddle","","Scott","LA","70583","","Lafayette","","Lot 12 of Westfield Subdivision, Parish of Lafayette","2023-11-20","3% - $150","N","12","",""
"23008101","Autumn Park","7406","Seven Oaks","P","V1","2023-09-05","","2023-10-17","2023-10-17","40","40","208460.00","213460.00","","","1422.00","3","2","","Under Construction","67X99X60X120","Residential","DS","","0 - 0.5","","Cicero Realty LLC (l001234)","Saun Sullivan","","Maurice","LA","70555","","Vermilion","","AUTUMN PARK SUBDIVISION, LOCATED IN SECT. 43, T11S-R4E, VERMILION PARISH","2023-11-30","2.5%","N","34","",""
"23006371","Magnolia Lakes","3213","Haven Lake","P","V1","2023-07-14","","2023-10-17","2023-10-17","95","95","270000.00","270000.00","","","2093.00","4","2","","Under Construction","60 x 120","Residential","DS","","0 - 0.5","","Real Broker, LLC (l001335)","Sean Hettich","","Maurice","LA","70555","","Vermilion","","Lot 69 Magnolia Lakes","2023-11-28","3%","N","69","",""
"23007300","Sawgrass","306","Bald Eagle","P","N","2023-08-10","","2023-10-06","2023-10-05","56","56","250000.00","230000.00","","","1540.00","3","2","","11 - 15 Years","60X152X60X152","Residential","DS","","0 - 0.5","","Keller Williams Realty Acadiana (l000906)","Cameron Luquette","","Lafayette","LA","70508","","Lafayette","","LOT 17 SAWGRASS SUBDIVISION PHASE I  (60.03X152.40X60X152.56)","2023-11-15","3%","N","17","",""
"23008630","Fairhaven","103","Preston Rose","P","P","2023-09-21","","2023-09-21","2023-09-21","0","0","339105.00","339105.00","","","2211.00","4","3","","Under Construction","70X130","Residential","DS","","0 - 0.5","","Cicero Realty LLC (l001234)","Saun Sullivan","","Youngsville","LA","70592","","Lafayette","","FAIRHAVEN - PHASE 1 SECTION 18, T11S, R5E, LAFAYETTE PARISH, LOUISIANA","2023-11-13","2.5%","N","96","",""
"23008494","East Side Addition","515","Kathy","P","A2","2023-09-16","","2023-09-27","2023-09-25","9","9","38500.00","38500.00","","","1000.00","2","1","","51 - 75 Years","per plat","Residential","DS","","0 - 0.5","","Keller Williams Realty Acadiana (l000906)","Kimberly Nugent","","Rayne","LA","70578","","Acadia","","LOT 1, N/2 LOT 2 BLK 12 EAST SIDE ADD (IMP)(B-744)(LOT 1 SIZE: 42 X 120)(LOT 2 SIZE: 40 X 120)","2023-10-23","2.5%","N","per plat","",""
"23003389","None","1306","Frankie","P","I2","2023-04-26","","2023-09-01","2023-08-30","68","68","164940.00","154940.00","","","1680.00","3","2","","21 - 30 Years","Acreage","Residential","MM","","1 - 2.99","","Real Broker, LLC (l001335)","Teresa Leblanc","","New Iberia","LA","70560","","Iberia","","1.62 AC... DENSON, CORMIER, CORMIER, GLORIOUS CHURCH. LOCATED IN SEC 37, T 12 S, R 6 E Mobile Home","2023-10-20","2.5%-150.","N","1.62AC","",""
"22002811","Sunset Terrace","136","Barbados","P","L2","2022-03-28","","2023-07-18","2023-07-18","379","379","294000.00","274000.00","","","2473.00","4","3","","Under Construction","75X105","Residential","DS","","0 - 0.5","","Goldie Locks Realty LLC (l001197)","Brandy Siner","","Sunset","LA","70584","","St Landry","","Sunset Terrance Subdivision lot 443 75X105","2023-10-31","3","N","443","",""
"23008910","Briarmeadow","118","Briarmeadow","P","N","2023-09-29","","2023-10-06","2023-10-06","7","7","225000.00","225000.00","","","2457.00","3","2","","21 - 30 Years","70 X 150","Residential","DS","","0 - 0.5","","Century 21 Action Realty (l001065)","Tammy Cormier","","Lafayette","LA","70508","","Lafayette","","LOT 9 BRIARMEADOW SUB PHASE 2 (70X150)","2023-11-22","3%","N","9","",""
"23004762","Coteau Ridge","1619","Highland","P","I3","2023-06-01","","2023-08-08","2023-08-08","68","68","245500.00","245500.00","","","1874.00","4","2","","Under Construction","50 X 120","Residential","DS","","0 - 0.5","","Keaty Real Estate Team (l000932)","James Keaty","","New Iberia","LA","70560","","Iberia","","Coteau Ridge Lot 69","2023-11-09","3%","N","69","",""
"23006046","The Quarters at Plantation Ridge","211","Harvest","P","V1","2023-07-07","","2023-07-17","2023-07-17","10","10","193000.00","193000.00","","","1277.00","3","2","","Under Construction","40x135.67x40x135.70","Residential","DS","","0 - 0.5","","Lamplighter Realty, LLC (l001186)","Tassie Fonseca","","Abbeville","LA","70510","","Vermilion","","LOT 70 PLANTATION RIDGE - THE QUARTERS       2022001404","2023-10-18","2.5% - See RR","N","70","",""
"23008584","None","1167","I-10 Frontage","P","M1","2023-09-18","","2023-10-06","2023-10-06","18","18","87500.00","87500.00","","","1215.00","2","1","","41 - 50 Years","5.35","Residential","DS","","3 - 5.99","","Brandon E. Breaux Real Estate (l000979)","Brandon Breaux","","Breaux Bridge","LA","70517","","St Martin","","5.353 AC: DESIGNATED AS TRACT 4C PER PLAT OF SURVEY #165077COB:","2023-10-30","2.75%","N","1","Marcus Harris",""
"23004153","Cedar Creek","110","Florence Peak","P","D","2023-05-14","","2023-09-13","2023-09-13","82","82","272000.00","272000.00","","","2087.00","4","3","","Under Construction","55X120","Residential","DS","","0 - 0.5","","Goldie Locks Realty LLC (l001197)","Brandy Siner","","Lafayette","LA","70501","","Lafayette","","Cedar Creek Subdivsion lot 35 55X120","2023-10-20","3","N","35","",""
"23006919","Copper Meadows","106","Copper Creek","P","O","2023-07-27","","2023-09-19","2023-09-17","44","44","262000.00","255000.00","","","1561.00","3","2","","16 - 20 Years","55 x 120 x 55 x 119.53","Residential","DS","","0 - 0.5","","Latter & Blum (l000050)","Setareh Mirian","","Youngsville","LA","70592","","Lafayette","","LOT 152 COPPER MEADOWS PH II (55X120X55X119.53)","2023-10-17","3%-150","N","152","",""
"22010156","None","4930","La-31","P","L1","2022-11-01","","2023-10-06","2023-10-06","333","333","410000.00","359000.00","","","2114.00","3","2","","21 - 30 Years","per plat","Residential","DS","","1 - 2.99","","Hargroder Real Estate Group (l001199)","Victoria Hargroder Emrick","","Opelousas","LA","70570","","St Landry","","1 LOT PARCEL H2 (1.539 AC) OF LAVERGNE PLAT N BAYOU TECHE S HY 31 E K","2023-10-30","3% - $150","N","000","",""
"23009077","Oak Villas","317","Peppercorn","P","D","2023-10-06","","2023-10-06","2023-10-06","0","0","232235.00","232235.00","","","1522.00","3","2","0","Under Construction","36X117X67X89X92","Residential","DS","","0 - 0.5","","Cicero Realty LLC (l001234)","Saun Sullivan","","Carencro","LA","70507","","Lafayette","","OAK VILLAS- LOCATED IN SECT. 103-T8S-R4E, SECT.1&71-T9S-R4E, LAFAYETTE PARISH, LOUISIANA","2023-12-01","2.5%","N","103","",""
"23009081","Avery Meadows","102","Ellsworth","P","K","2023-10-06","","2023-10-06","2023-10-06","0","0","218590.00","218590.00","","","1463.00","3","2","","Under Construction","50X120","Residential","DS","","0 - 0.5","","Cicero Realty LLC (l001234)","Saun Sullivan","","Duson","LA","70529","","Lafayette","","Avery Meadows - Located in Sect.14; T10S,R3E Lafayette Parish, Louisiana","2023-12-05","3%","N","95","",""
"23009410","Reeds Townhomes","101","Firethorn","P","P","2023-10-17","","2023-10-17","2023-10-17","0","0","239000.00","239000.00","","","1453.00","2","2","1","New","24x53","Residential","AS","","0 - 0.5","","ReHive, LLC (l001228)","Christopher Soileau","","Youngsville","LA","70592","","Lafayette","","Lot 26 of Metairie Centre Townhome Community","2023-10-31","2.25%","N","26","",""
"23009412","Reeds Townhomes","103","Firethorn","P","P","2023-10-17","","2023-10-17","2023-10-17","0","0","239000.00","239000.00","","","1453.00","2","2","1","New","24x53","Residential","AS","","0 - 0.5","","ReHive, LLC (l001228)","Christopher Soileau","","Youngsville","LA","70592","","Lafayette","","Lot 25 of Metairie Centre Townhome Community","2023-10-31","2.25%","N","25","",""
"23004341","None","131","Courville","P","E","2023-05-19","","2023-09-21","2023-09-21","125","125","450000.00","300000.00","","","1320.00","3","2","","11 - 15 Years","Per record","Residential","MM","","1 - 2.99","","Keller Williams Realty Acadiana (l000906)","Nah Senpeng","","Scott","LA","70583","","Lafayette","","LOT 4-C SEC 12 T9S R3E (0.6058 AC) (78.79X335.73X78.61X336.49) LOT 4-","2023-10-31","2.5%","N","4","Charles Ilonya",""
"23006899","Sugarland","1056","Will Angelle","P","M1","2023-07-31","","2023-08-10","2023-08-08","8","8","120000.00","120000.00","","","1356.00","4","2","","51 - 75 Years","75 x 134","Residential","DS","","0 - 0.5","","Keller Williams Realty Acadiana (l000906)","Lucinda Tillman","","Arnaudville","LA","70512","","St Martin","","LOT: 75' X 134' TRACT 203 OF SUGARLAND DEVELOPMENT CORP","2023-09-25","2.5%","N","203","Carolyn Groner",""
"22001781","Canehaven","104","Canehaven","P","P","2022-02-24","","2023-09-28","2023-09-26","576","576","447006.00","415500.00","","","2202.00","4","2","","New","60x120","Residential","DS","","0 - 0.5","","Latter & Blum (l000050)","Melissa Hebert","","Youngsville","LA","70592","","Lafayette","","LOT 73 OF CANEHAVEN","2023-11-06","2.5%-$150","N","73","Corey Fontenot",""
"23009408","Briars Cove","203","Muscadine","P","N","2023-10-17","","2023-10-17","2023-10-17","0","0","250760.00","250760.00","","","1656.00","3","2","","Under Construction","60X121","Residential","DS","","0 - 0.5","","Cicero Realty LLC (l001234)","Saun Sullivan","","Lafayette","LA","70508","","Lafayette","","SECT. 42; T11S,R4E, LAFAYETTE PARISH","2023-12-08","2.5%","N","111","",""
"23006924","Sugar Mill Pond","Tbd","Gaunt","P","P","2023-08-01","","2023-09-13","2023-09-13","43","43","239000.00","239000.00","","","850.00","1","1","","Under Construction","tbd","Residential","AS","","0 - 0.5","","ReHive, LLC (l001228)","Christopher Soileau","","Youngsville","LA","70592","11","Lafayette","","Tbd Sugar Mill Pond","2024-01-15","2.25%","N","tbd","",""
"23009413","Autumn Park","7403","Bon Ami","P","V1","2023-10-17","","2023-10-17","2023-10-17","0","0","199975.00","199975.00","","","1363.00","3","2","","Under Construction","34X98X115X28X136","Residential","MM","","0 - 0.5","","Cicero Realty LLC (l001234)","Saun Sullivan","","Maurice","LA","70555","","Vermilion","","AUTUMN PARK SUBDIVISION, LOCATED IN SECT. 43, T11S-R4E, VERMILION PARISH","2023-12-07","2.5%","N","58","",""
"23005434","None","104","Lege","P","V2","2023-06-15","","2023-09-21","2023-09-21","98","280","260000.00","239000.00","","","2259.00","4","3","1","31 - 40 Years","Irregular","Residential","DS","","0 - 0.5","","Latter & Blum (l000050)","Midge Parker","","Kaplan","LA","70548","","Vermilion","",".392 AC IN NE/4, SEC 8, T-12, R-2 E MEAS URING 107.5 FT ALONG LEGE ROAD ON N LINE 20-10075","2023-10-27","3%","N","0","",""
"22004621","Elmhurst Park","200","Cherry","P","G3","2022-05-17","","2023-09-19","2023-09-17","418","418","427000.00","399000.00","","","2687.00","4","3","0","76+ Years","125 x 105","Residential","DS","","0 - 0.5","","Latter & Blum (l000050)","Setareh Mirian","","Lafayette","LA","70506","","Lafayette","","S E P LOTS 28-29-30-31-32 BLK 11 ELMHURST PARK ADD (125X105 ON LAFAYE","2024-10-01","3% - $150","N","28, 29, 30, 31, 32","",""
"23007980","Ella Trace","112","Phelps","P","O","2023-08-31","","2023-09-19","2023-09-19","19","156","360000.00","360000.00","","","1777.00","3","2","","6 - 10 Years","56 X 110","Residential","DS","","0 - 0.5","","Latter & Blum (l000050)","Kimberly Lafleur","","Youngsville","LA","70592","","Lafayette","","LOT 6 ELLA TRACE","2023-10-25","3% - $150","N","6","",""
"23007478","Colonies","200","Lodge","P","G3","2023-08-16","","2023-09-21","2023-09-21","32","32","99000.00","95000.00","","","1100.00","2","1","1","31 - 40 Years","0","Residential","AS","","0 - 0.5","","Century 21 Action Realty (l001065)","Jennifer Duhon","","Lafayette","LA","70506","309","Lafayette","","UNIT 309 BLDG 3 THE COLONIES A CONDOMINIUM PH I","2023-10-20","2.5%","Y","030","",""
"23006870","Sunset Terrace","320","Caribbean","P","L2","2023-07-31","","2023-10-06","2023-10-06","67","67","240000.00","240000.00","","","1616.00","3","2","","Under Construction","74X112","Residential","DS","","0 - 0.5","","Goldie Locks Realty LLC (l001197)","Brandy Siner","","Sunset","LA","70584","","St Landry","","Sunset Terrace  Subdivision 74X112 lot 407A","2023-11-28","3","N","407A","",""
"23001870","Lowray Chachere","148","Latiolais","P","A4","2023-03-08","","2023-10-06","2023-10-06","186","186","188000.00","169900.00","","","1400.00","3","2","","16 - 20 Years","258 x 200","Residential","DS","","1 - 2.99","","Christe Dailey Realty (l000917)","Jamie Zaunbrecher","","Church Point","LA","70525","","Acadia","","LOTS 17-18 LOWRAY CHACHERE S/D IN SEC 67 T7-3W. (2 LOTS 17-18 SIZE: 129 X 200 each)","2023-11-06","3-200","N","017","",""
"23008324","Acadiana Plaza","118","Erika","P","G3","2023-09-12","","2023-09-13","2023-09-13","1","1","199900.00","199900.00","","","1405.00","3","2","","21 - 30 Years","58.83 x 85","Residential","DS","","0 - 0.5","","Latter & Blum (l000050)","Lisa Sheppert","","Lafayette","LA","70506","","Lafayette","","LOT 16 ACADIANA PLAZA SUB (58.83X85)","2023-10-20","3%-150","N","16","",""
"23002085","Oakwater Estates","100","Oakwater","P","G2","2023-03-15","","2023-09-19","2023-09-19","188","299","780000.00","750000.00","","","3356.00","3","3","1","41 - 50 Years","108X159.96X111.55X160","Residential","DS","","0 - 0.5","","Real Broker, LLC (l001335)","Carrie Theard","","Lafayette","LA","70503","","Lafayette","","LOT 1 OAKWATER ESTATES SUB (108X159.96X111.55X160)","2023-10-25","2.5%","N","1","",""
"23005453","L'petit Chateau","121","Santa Marta","P","O","2023-06-20","","2023-09-25","2023-09-25","97","97","269000.00","251000.00","","","1446.00","3","2","","New","72.31X83.55X105.10X76.85","Residential","DS","","0 - 0.5","","ReHive, LLC (l001228)","Christopher Soileau","","Youngsville","LA","70592","","Lafayette","","LOT 11 L' PETIT CHATEAU","2023-10-20","2.25%","N","11","",""
"23007178","Harvest Pointe","112","Harvest Pointe","P","F","2023-08-08","","2023-10-17","2023-10-17","70","70","242000.00","225000.00","","","1560.00","3","2","","11 - 15 Years","55X104","Residential","DS","","0 - 0.5","","EXP Realty, LLC (l001154)","Carrie Billeaud","","Lafayette","LA","70506","","Lafayette","","Lot 25, Harvest Pointe S/D","2023-11-17","2.5%-$250","N","25","Blake Arceneaux",""
"23009151","None","1007","Charles Marks","P","M1","2023-10-06","","2023-10-18","2023-10-17","11","11","145000.00","145000.00","","","1280.00","2","2","","76+ Years","1.68","Residential","DS","","1 - 2.99","","Latter & Blum (l000050)","Jammie Parbhoo","","Arnaudville","LA","70512","","St Martin","","See Realtor Remarks","2023-11-22","3%-150","N","0","",""
"22006390","Torian","201","Parkview","P","I1","2022-07-07","","2023-09-19","2023-09-19","365","365","259900.00","207000.00","","","2260.00","3","2","1","51 - 75 Years","50 X 150","Residential","DS","","0 - 0.5","","Reliance Real Estate Group (l001039)","Anna Ward","","New Iberia","LA","70563","","Iberia","","1-50 X 150 ALLEY, PARKVIEW DR, BONINI, CONSTANCE ST BEING LOT 2, BLK","2023-11-17","2.5%","N","2","",""
"23008381","Harvest Pointe","215","Harvest Pointe","P","F","2023-09-13","","2023-10-06","2023-10-06","9","9","226000.00","226000.00","","","1486.00","3","2","","16 - 20 Years","55X115","Residential","DS","","0 - 0.5","","Keller Williams Realty Acadiana (l000906)","Charles Ilonya","","Lafayette","LA","70506","","Lafayette","","LOT 51 HARVEST POINTE SUBDV (55X115)","2023-11-06","3%","N","005","Nah Senpeng",""
"23009421","Sugar Ridge","100","Forest Grove","P","P","2023-10-17","","2023-10-17","2023-10-17","0","0","200000.00","200000.00","","","2014.00","3","2","","4 - 5 Years","65x 110","Residential","DS","","0 - 0.5","","Keller Williams Realty Acadiana (l000906)","Keylon Bruno","","Youngsville","LA","70592","","Lafayette","","LOT 48 SUGAR RIDGE PH 1 (65X120X67.56X119.86)","2023-11-24","3","N","004","",""
"23003307","Harvest Trace","113","Autumn Drive","P","A1","2023-04-24","","2023-09-25","2023-09-25","154","154","254500.00","234500.00","","","2079.00","4","2","","Under Construction","50 X 130","Residential","DS","","0 - 0.5","","Keaty Real Estate Team (l000932)","James Keaty","","Crowley","LA","70526","","Acadia","","Harvest Trace Lot 23","2023-10-27","3%","N","23","",""
"23008056","Claude Leblanc","2800","Claude Leblanc","P","I3","2023-08-29","","2023-10-06","2023-10-06","38","135","289000.00","289000.00","","","2400.00","4","3","","6 - 10 Years","15.12AC","Residential","DS","","11 - 19.99","","Bridge Realty Group, LLC (l001377)","Shane Comeaux","","New Iberia","LA","70560","","Iberia","","15.12 AC...  MCDONALD, HEBERT, LOTS 5 & 9 & CLAUDE LEBLANC RD, DRAINAGE CANAL  LOCATED IN SECS 54 & 55, T12S, R5E  ACQ","2023-11-13","3%-150","N","5 & 9","",""
"23006167","Parc Ridge","220","Hadley","P","M1","2023-07-06","","2023-08-17","2023-08-15","40","40","232500.00","232500.00","","","1514.00","3","2","","Under Construction","75 x 120","Residential","DS","","0 - 0.5","","Real Broker, LLC (l001335)","Sean Hettich","","Breaux Bridge","LA","70517","","St Martin","","Lot 18 Parc Ridge","2023-12-12","3%","N","18","",""
